Codigo,Descripcion,Precio Costo,Precio Venta,Precio Mayoreo,Inventario,Inv. Minimo,Departamento
10343885301,AUDIFONOS DIADEMA BLANCOS ST28,0,300,0,0,0,1
6,ADAPTADOR CLAVIJA EU,0,40,0,0,1,2
18118,AUDIFONOS CATS XR-3103,0,70,0,0,0,2
13034091,AUDIFONOS DE CIERRE,0,60,0,0,0,2
10343885295,AUDIFONOS DE DIADEMA CABLE AZULES,0,200,0,0,0,2
71641063228,AUDIFONOS DIADENA NEGROS ,0,320,0,0,0,2
590012327872,AUDIFONOS INALAMBRICO A6S,0,300,0,0,0,2
590012327899,AUDIFONOS INALAMBRICOS 1 HORA AZUL CIELO,0,300,0,0,0,2
590012328024,AUDIFONOS INALAMBRICOS I12,0,250,0,0,0,2
590012328146,AUDIFONOS INALAMBRICOS NEGROS ,0,300,0,0,0,2
590012328243,AUDIFONOS INALMABRICOS 1 HORA ROJOS,0,300,0,0,0,2
590012328395,AUDIFONOS SAMSUNG  SPORT,0,120,0,0,0,2
590012328400,AUDIFONOS SAMSUNG TIPO C,0,160,0,0,0,2
590012328439,AUDIFONOS SONY,0,70,0,0,0,2
590012328582,BLUETHOOTH-AUXILIAR,0,120,0,0,0,2
889296597124,CABLE ORIGINAL IPHONE TIPO C,0,200,0,0,0,2
6326970310005,CARGADOR ORIGINAL HUAWUEI V8,0,250,0,0,0,2
6905187280105,CARGADOR SAMSUNG ORIGINAL V8,0,250,0,0,0,2
6941278481006,CLAVIJA TIPO C,0,180,0,0,0,2
6955727730430,COMBO CARGADOR V8 2.4A 1 HORA 2 ENTRADAS,0,150,0,0,1,2
 11S,MEMORIA USB ADATA 16 GB,0,150,0,0,1,2
 13 PIEL,MOUSE INALAMBRICO RECARGABLE,0,300,0,0,0,2
 A20,PROTCETOR  IPHONE 11 PRO TRAMPTARENTE,0,250,0,0,0,2
 A54 T,PROTECTOR HUAWUEI P30 LITE ROSA,0,250,0,0,0,2
 AGENDA A,PROTECTOR HUAWUEI Y7P SILICON,0,150,0,0,0,2
 ALIVAVA,PROTECTOR HUAWUEI Y9 PRIME 2019 NEGRO,0,250,0,0,0,2
 B U,PROTECTOR IPHONE 11 NEGRO,0,200,0,0,0,2
 CH,PROTECTOR IPHONE 13 PRO MAX SILICON LILA,0,150,0,0,0,2
 DES ,PROTECTOR IPHONE 5G USO RUDO,0,150,0,0,0,2
 E4,PROTECTOR IPHONE 7 / 8 PLUS SILICON,0,200,0,0,0,2
 E6,PROTECTOR IPHONE 7 CON ANILLO AZUL / NEGRO,0,200,0,0,0,2
 ESPEJO,PROTECTOR IPHONE 7/ 8 PLUS PIEDRAS,0,250,0,0,0,2
 ESTRELLA,PROTECTOR IPHONE 7/8 SILICON,0,150,0,0,0,2
 G30,PROTECTOR IPHONE X TRANSPARENTE,0,250,0,0,0,2
 G52 AZUL,PROTECTOR IPHONE XR SILICON ROJO,0,200,0,0,0,2
 G52 P,PROTECTOR IPHONE XR TRANSPARENTE,0,200,0,0,0,2
 G6,PROTECTOR IPHONE XR USO RUDO,0,150,0,0,0,2
 G60 P,PROTECTOR IPHONE XS MAX COLORES,0,250,0,0,0,2
 MAPITA,PROTECTOR REDMI 10C CRISTAL,0,200,0,0,0,2
 MASKING C,PROTECTOR REDMI 9A USO RUDO,0,150,0,0,0,2
 ONE,PROTECTOR SAMSUNG A13 4G TRANSPARENTE CON ROSA,0,250,0,0,0,2
 PROTECTOR M,PROTECTOR SAMSUNG ESPEJO A02S,0,150,0,0,0,2
 UNICO,SOPORTE PARA MOTO,0,150,0,0,0,2
 XM,TAPETE MARCIANO,0,100,0,0,0,2
2222,AUDIFONOS 1 HORA EXTRA BASS,0,80,0,0,0,2
590012327945,AUDIFONOS INALAMBRICOS 1 HORA NEGROS,0,350,0,0,0,2
590012328216,AUDIFONOS INALAMBRICOS X15,0,350,0,0,0,2
590012328449,AUDIFONOS STEREO EAR-238,0,100,0,0,0,2
590012328530,BATERIA GRAND PRIME,0,200,0,0,0,2
2020042000070,CABLE ORIGINAL MOTOROLA TIPO C,0,150,0,0,0,2
6936200130992,CLAVIJA  TIPO C,0,180,0,0,0,2
6936233310002,CLAVIJA 1 HORA,0,60,0,0,2,2
 A21S,PROTCETOR HUAWEI NOVA Y70,0,200,0,0,0,2
 A34-,PROTECTOR 12 PRO MAX CRISTAL,0,200,0,0,0,2
 A53,PROTECTOR HUAWEI Y9S SILICON,0,150,0,0,0,2
 BANG,PROTECTOR IPHONE 11 PRO MAX CRISTAL AZUL REY,0,200,0,0,0,2
 CARG,PROTECTOR IPHONE 13 NEGRO,0,250,0,0,0,2
 H,PROTECTOR MOTOROLA E20 ROSA PIEL,0,250,0,0,0,2
 LINTERNA CHICA,PROTECTOR NOTE 8 SILICON,0,150,0,0,0,2
 MONEDERO LL,PROTECTOR SAMSUNG A02 SILICON,0,150,0,0,0,2
 MOTO ,PROTECTOR SAMSUNG A02S / A03S USO RUDO,0,150,0,0,0,2
 N T,PROTECTOR SAMSUNG A03 USO RUDO,0,150,0,0,0,2
 R,PROTECTOR SAMSUNG J7 PRIME SILICON,0,150,0,0,0,2
 ZHCI54738,TURBO CARGADOR 1 HORA TIPO C QC3.0 BLANCO,0,220,0,0,0,2
590012328504,BANG,0,230,0,0,0,6
590012328506,BUDAS,0,230,0,0,0,6
8810086011669,MASKKING CHICO,0,170,0,0,0,6
13,ADATA USB 64 GB,0,300,0,0,0,7
5537000010876,CABLE VGA,0,85,0,0,0,7
 13 NEGRO,MOUSE ECONOMICO NEGRO,0,180,0,0,0,7
 XR S,TECLADO,0,250,0,0,0,7
 XSMAX,TINTA 662 NEGRA HP,0,250,0,0,0,7
 Y9 PRIME,TINTA NEGRA HP 664,200,300,0,0,0,7
7500907000354,DULCE RICOLINO,0,3,0,0,5,8
590012328555,BATERIA PORTATIL 1 HORA CON LINTERNA,0,320,0,0,0,10
104,AGENDA PIEL PARIS,0,80,0,0,0,12
787257124375,BORRADO DE LAPIZ,0,15,0,0,1,12
6970595863851,CORRECTOR DE CINTA,0,30,0,0,0,12
6996555872268,CUADERNO SWUING COSIDO DOBLE RAYA,0,25,0,0,0,12
7500938008107,ETIQUETAS CIRCULOS,0,15,0,0,0,12
7501313102007,HOJA ETIQUETA,0,7,0,0,10,12
7501868609006,LAPICERA JOCAR CORAZONES / FLORES,0,40,0,0,0,12
7502212171316,LAPICERO MAPED AZUL MENTA,0,15,0,0,0,12
7503028490974,LIBRETA CHICA 100 HOJAS ESTRELLA,0,20,0,0,0,12
7503035048427,LIBRETA SCRIBE,0,35,0,0,1,12
7505106565321,LIBRETA SCRIBE CUADRO GRANDE,0,35,0,0,0,12
7506129402884,LIBRETA SMARTY CUADRICULADA COCIDA,0,45,0,0,0,12
7506129441265,LIBRETA TAQUIG CHICA 80H ESTRELLA,0,20,0,0,0,12
  13 PRO M,MARCADOR PERMANENTE BIC,0,30,0,0,0,12
 10 C,MARCATEXTOS COLOR NEON CHICOS,0,50,0,0,0,12
 11 P M,MARCATEXTOS PASTEL XL-102 XIELI,0,40,0,0,0,12
 12 P P,MOCHILA / CONEJO/,0,300,0,0,0,12
 13/L,NOTAS PANDAS,0,35,0,0,0,12
 14 PI,OPALINA GRUESA,0,5,0,0,1,12
 19H84000002,PAPEL CHINA 3 HOJAS AZUL VICTORIA,0,12,0,0,0,12
 27L8ORS0023675316,PAPEL CHINA 3 HOJAS BLANCO,0,12,0,0,0,12
 27SNN7Z0006745862,PAPEL CHINA 3 HOJAS ROSA MEXICANO,0,12,0,0,0,12
 A12 S,PLUMONES 18 COLORES,0,60,0,0,0,12
 A13 5G,PLUMONES COLOR PEN,0,15,0,0,2,12
 T A04S,SOBRE DE PLASTICO OFICIO CON RONDANA,0,25,0,0,0,12
 TALON,SOBRE PLASTICO TAMAÑO CARTA BOTON,0,22,0,0,1,12
 A5 PROTECTOR ,PROTECTOR HONOR X8 ANILLO PLATA /,0,200,0,1,0,1
9,ADAPTADOR MICRIFONO AUXILIAR,0,50,0,1,0,2
11,ADAPTADOR TIPO C,0,100,0,1,0,2
70330315488,AUDIFONOS DIADEMA XB-450BT NEGROS CON ROJO,0,300,0,1,0,2
190198889973,AUDIFONOS EARPHONES MAIZ EJ-192,0,100,0,1,0,2
590012328286,AUDIFONOS KN-200,0,200,0,1,0,2
590012328290,AUDIFONOS MICROFONO CAMUFLAJEADOS GM-013,0,350,0,1,0,2
590012328327,AUDIFONOS ONEEKA ONE-003,0,50,0,1,0,2
590012328372,AUDIFONOS ROJOS,0,50,0,1,0,2
590012328399,AUDIFONOS SAMSUNG S8/S8+ AKG,0,100,0,1,0,2
602760000520,BOCINA MAIZ YM-050,160,350,0,1,0,2
791280914018,CABLE 1 HORA TIPO C A TIPO C,0,95,0,1,1,2
889296597148,CABLE ORIGINAL IPHONE USB,0,200,0,1,0,2
3270220050278,CABLE TIPO C 2.4A 1 HORA NEGRO,0,90,0,1,2,2
6154574620011,CARGADOR ORIGINAL HUAWUEI TIPO C,0,250,0,1,0,2
6812410221050,CARGADOR ORIGINAL XIAOMI TIPO C,0,250,0,1,0,2
6901443080274,CARGADOR PARA TABLET,0,150,0,1,0,2
6909168022357,CARGADOR TIPO C PARA AUTO 1 HORA,0,150,0,1,0,2
6909168025228,CARGADOR UNIVERSAL PARA LAPTOP,0,300,0,1,0,2
6971082812758,CR2025,0,25,0,1,0,2
6974308440872,CRISTAL IPHONE 13/13 MINI,0,120,0,1,0,2
6974368771008,CRISTAL PARA CAMARA 11 PRO/11 PRO MAX,0,120,0,1,0,2
6974368771886,CRISTAL PARA CAMARA 12 PRO MAX,0,120,0,1,0,2
6974368773187,CRISTAL PARA CAMARA IPHONE 11,0,120,0,1,0,2
6974368774153,CRISTAL PARA CAMARA IPHONE 12 PRO,0,120,0,1,0,2
7501343462003,INALMBRICOS NEGROS AIR7,0,300,0,1,0,2
7501366003009,INPODS 12,0,250,0,1,1,2
7503027768432,LG ROSA Q7,0,70,0,1,0,2
 12 C,MEMORIA USB KINGSTON,0,500,0,1,0,2
 A24 AZUL,PROTECTOR  MI NOTE 10 TRASPARENTE,0,250,0,1,0,2
 A5 2020,PROTECTOR HONOR X7 USO RUDO,0,150,0,1,0,2
 A51,PROTECTOR HONOR X8 SILICON,0,150,0,1,0,2
 A53 S,PROTECTOR HUAWUEI P20 LITE,0,150,0,1,0,2
 A8,PROTECTOR HUAWUEI P30 LITE USO RUDO,0,150,0,1,0,2
 ADAPTADO T C,PROTECTOR HUAWUEI P9 LITE USO RUDO,0,150,0,1,0,2
 ADAPTADOR,PROTECTOR HUAWUEI Y6 2018 USO RUDO,0,150,0,1,0,2
 AIR7,PROTECTOR HUAWUEI Y9 PRIME 2019 CON ARILLO,0,200,0,1,0,2
 AO2S,PROTECTOR HUAWUEI Y9 PRIME TRANSPARENTE CON BLANCO,0,200,0,1,0,2
 AO3R,PROTECTOR HUAWUEI Y9S CRISTAL,0,200,0,1,0,2
 AUD ECONO,PROTECTOR IPHONE 11 LILA,0,250,0,1,0,2
 BA09,PROTECTOR IPHONE 11 PRO MAX  AZUL CON DORADO,0,150,0,1,0,2
 BARIAS,PROTECTOR IPHONE 11 PRO MAX ROJO CON SOPORTE,0,200,0,1,0,2
 BIC FINO,PROTECTOR IPHONE 11 PRO MAX TRANSPARENTE CON AZUL,0,150,0,1,0,2
 BROCHE,PROTECTOR IPHONE 11 PRO MAX ROSA CON AÑILLO,0,250,0,1,0,2
 C 12,PROTECTOR IPHONE 12 PIEDRAS,0,250,0,1,0,2
 C E,PROTECTOR IPHONE 12/12 PRO COLORES NARANJA,0,250,0,1,0,2
 CFE,PROTECTOR IPHONE 13 PRO MAX PIEL NEGRO,0,250,0,1,0,2
 CLAVIJA,PROTECTOR IPHONE 14 PRO  AZUL,0,250,0,1,0,2
 CORTINAS,PROTECTOR IPHONE 14 PRO NEGRO,0,250,0,1,0,2
 CRISTAL,PROTECTOR IPHONE 14 PRO ROSA,0,250,0,1,0,2
 CURP,PROTECTOR IPHONE 5 BLANCO,0,100,0,1,0,2
 D BLANCOS,PROTECTOR IPHONE 5G MONO CON LENTES,0,150,0,1,0,2
 DI,PROTECTOR IPHONE 6 / 6S,0,150,0,1,0,2
 DIAMANT,PROTECTOR IPHONE 6 G CRISTAL,0,200,0,1,0,2
 E,PROTECTOR IPHONE 6/7/8 ROJO CON TRASPARENTE ANILLO,0,150,0,1,0,2
 E6S,PROTECTOR IPHONE 7 PLUS CON ANILLO NEGRO,0,200,0,1,0,2
 EAR-,PROTECTOR IPHONE 7 PLUS CRISTAL,0,200,0,1,0,2
 EARI7,PROTECTOR IPHONE 7 PLUS ROSA ,0,250,0,1,0,2
 EU,PROTECTOR IPHONE 7/8 TRANSPARENTE,0,200,0,1,0,2
 EUROPEO,PROTECTOR IPHONE 7G /8G 3 EN 1 LISO,0,200,0,1,0,2
 FLORECENTE,PROTECTOR IPHONE 7G CRISTAL VERDE,0,200,0,1,0,2
 G,PROTECTOR IPHONE X / XS POPI,0,150,0,1,0,2
 G10,PROTECTOR IPHONE X CRISTAL,0,200,0,1,0,2
 G10/G,PROTECTOR IPHONE X ROSA ,0,250,0,1,0,2
 G4,PROTECTOR IPHONE XR LILA,0,250,0,1,0,2
 G5,PROTECTOR IPHONE XR SILICON COLORES NARANJA,0,150,0,1,0,2
 G60S ,PROTECTOR IPHONE XS MAX SILICON NEGRO,0,200,0,1,0,2
 G71 C ,PROTECTOR IPHONE XS/X TRANSPARENTE,0,200,0,1,0,2
 G71 T,PROTECTOR IPHONE XSMAX ROJO,0,250,0,1,0,2
 G9 PLUS,PROTECTOR MOTOROLA  ONE FUSION TRASPARENTE,0,150,0,1,0,2
 HB,PROTECTOR MOTOROLA E4,0,150,0,1,0,2
 HB CO,PROTECTOR MOTOROLA E6 PLAY SILICON,0,150,0,1,0,2
 HIFI,PROTECTOR MOTOROLA E6 SILICON,0,150,0,1,0,2
 HW P,PROTECTOR MOTOROLA G5 PLUS  NEGRO,0,150,0,1,0,2
 I 11,PROTECTOR MOTOROLA G52 AZUL METALICO,0,150,0,1,0,2
 IP 13,PROTECTOR MOTOROLA G60 / G60S,0,250,0,1,0,2
 J5,PROTECTOR MOTOROLA G60S ROSITA TRASPARENTE,0,250,0,1,0,2
 LISTON C,PROTECTOR NOVA 5T USO RUDO,0,150,0,1,0,2
 MIAODIAN,PROTECTOR REDMI NOTE 10/10S /ROSA,0,200,0,1,0,2
 MICK,PROTECTOR REDMI NOTE 11S NEGRO,0,250,0,1,0,2
 MINIE,PROTECTOR REDMI NOTE 9 NEGRO,0,250,0,1,0,2
 MJPY20221688282,PROTECTOR SAMSUN A12 ROSA,0,250,0,1,0,2
 MOCH,PROTECTOR SAMSUNG  A03 3 EN 1 LILA,0,250,0,1,0,2
 MOCHILA,PROTECTOR SAMSUNG  A12  ESTRELLAS / FLORES,0,250,0,1,0,2
 MOCHILAS,PROTECTOR SAMSUNG  A31 CRISTAL,0,200,0,1,0,2
 MODELÑEJ223,PROTECTOR SAMSUNG  USO RUDO J2 PRIME,0,150,0,1,0,2
 MOTARRO,PROTECTOR SAMSUNG A02 USO RUDO,0,150,0,1,0,2
 MOTO C,PROTECTOR SAMSUNG A02S/A03S /NEGRO/ CON ANILLO,0,200,0,1,0,2
 MOUSE COLORES,PROTECTOR SAMSUNG A02S/A03S SILICON,0,150,0,1,0,2
 MULTICOLOR,PROTECTOR SAMSUNG A03 AZUL/ROSA,0,250,0,1,0,2
 NEGRO,PROTECTOR SAMSUNG A04 CRISTAL,0,200,0,1,0,2
 NOTE 10,PROTECTOR SAMSUNG A04S CON ANILLO,0,200,0,1,0,2
 NOTE 10-5G,PROTECTOR SAMSUNG A04S NEON,0,250,0,1,0,2
 NOTE 10S,PROTECTOR SAMSUNG A10S NEGRO,0,250,0,1,0,2
 OP,PROTECTOR SAMSUNG A13 4G/5G TRANSPARENTE CON AZUL,0,250,0,1,0,2
 P A10S,PROTECTOR SAMSUNG A14 PIEL ,0,250,0,1,0,2
 P S,PROTECTOR SAMSUNG A21S SILICON NEGRO,0,150,0,1,0,2
 PIEL A03,PROTECTOR SAMSUNG A24/ 4G CRISTAL,0,200,0,1,0,2
 PL,PROTECTOR SAMSUNG A30S USO RUDO,0,150,0,1,0,2
 PLATA,PROTECTOR SAMSUNG A32 AZUL ,0,250,0,1,0,2
 POPI,PROTECTOR SAMSUNG A51 ROSA,0,250,0,1,0,2
 POPII,PROTECTOR SAMSUNG A51 TRASPARENTE,0,150,0,1,0,2
 PRA,PROTECTOR SAMSUNG A52/4G/5G USO RUDO,0,150,0,1,0,2
 PROTECTOR 12,PROTECTOR SAMSUNG CRISTAL A02S,0,200,0,1,0,2
 QG,PROTECTOR SAMSUNG J6 2018 FLAMINGO,0,100,0,1,0,2
 RELOJ,PROTECTOR XM- NOTE 10 /PRO -MAX TRANPARENTE,0,150,0,1,0,2
 RICOLINO,PROTECTOR XR ROJO CON ANILLO ,0,250,0,1,0,2
 ROCALETA,PROTECTOR ZTE A51 USO RUDO,0,150,0,1,0,2
 TINTO,SOPORTE PARA BICICLETA,0,120,0,1,0,2
 UNI,SOPORTE PARA CARRO,0,100,0,1,1,2
 X T,TAPETE ALFOMBRILLA,0,80,0,1,0,2
 ZTEA51,TURBO CARGADOR DE TIPO C A IPHONE 1HORA,0,250,0,1,0,2
4, POP SOKER STAR WARS,0,50,0,1,0,2
5,ADAPTADOR AUDIFONOS IPHONE,0,200,0,1,0,2
12,ADAPTADOR TIPO C IPHONE,80,180,0,1,0,2
100281568,AUDIFONOS DE DIADEMA BLANCOS CON CAFE EAR-603,0,350,0,1,0,2
10343885318,AUDIFONOS DIADEMA EAR-03B VERDES ,0,300,0,1,0,2
97142714889,AUDIFONOS EAR-820 OREJAS,0,150,0,1,0,2
190198001184,AUDIFONOS EAR-TC,0,100,0,1,0,2
190198914491,AUDIFONOS EARPODS AUXILIAR,0,200,0,1,0,2
590012327248,AUDIFONOS EXTRA BASS MAIZ EJ-057,0,100,0,1,0,2
590012327741,AUDIFONOS HUELLITA XR-3124,0,70,0,1,0,2
590012328017,AUDIFONOS INALAMBRICOS E7S,0,300,0,1,0,2
590012328059,AUDIFONOS INALAMBRICOS NEGRO CON TRANSPARENTE,0,300,0,1,0,2
590012328148,AUDIFONOS INALAMBRICOS NEGROS ,0,300,0,1,0,2
590012328157,AUDIFONOS INALAMBRICOS ROSAS M13,0,350,0,1,0,2
590012328252,AUDIFONOS IPHONE  EAR-I7,0,150,0,1,0,2
590012328295,AUDIFONOS MICROFONO EAR-GM2022,0,350,0,1,0,2
590012328402,AUDIFONOS SHOCK EAR-350 INALAMBRICOS,0,200,0,1,0,2
590012328468,AUDIFONOS XINMI XR-3102,0,70,0,1,0,2
590012328483,AUDIFONOS XINMI XR-3115,0,40,0,1,0,2
590012328611,BOCINA 1 HORA CHICA,0,300,0,1,0,2
812887018425,CABLE CARGADOR IPHONE 1M 2.1 A 1HORA,35,90,0,1,0,2
2665656698667,CABLE ORIGINAL MOTOROLA V8,0,150,0,1,0,2
6326980710215,CARGADOR ORIGINAL IPHONE,0,250,0,1,0,2
6704618057015,CARGADOR ORIGINAL IPHONE 13 PRO MAX,0,300,0,1,0,2
6805169882283,CARGADOR ORIGINAL TURBO MOTOROLA,0,250,0,1,0,2
6950866021418,COMBO CARGADOR IPHONE  1 HORA 2.4,0,150,0,1,0,2
6967028107552,CORREA SMARTWATCH,0,120,0,1,0,2
6967850656181,CORREA SMARTWATCH 2 EN 1,0,250,0,1,0,2
6974308440674,CRISTAL  CAMARA IPHONE 12,0,120,0,1,0,2
6974368772685,CRISTAL PARA CAMARA 13 PRO/13 PRO MAX,0,120,0,1,0,2
7501343461006,INALAMBRICOS GAME SPORTS,0,300,0,1,0,2
 13 PR,MOUSE VIMI,0,250,0,1,0,2
 14 PLUS,OPOO A15 GLIDER,0,250,0,1,0,2
 A14-,POP SOKER MICKEY MOUSE,0,50,0,1,0,2
 A145G,POP SOKER OSO,0,80,0,1,0,2
 A17 OP,PRATECTOR SAMSUNG A13 4G CRISTAL,0,200,0,1,0,2
 A22,PROTECTOR  HUAHUEI Y70 USO RUDO,0,150,0,1,0,2
 A22 5G,PROTECTOR  HUAWUEI Y6S/Y6/2019,0,150,0,1,0,2
 A22 5G N,PROTECTOR  IPHONE 11 FASHION METALICON CON IMAN /AZUL,0,250,0,1,0,2
 A24,PROTECTOR  IPHONE 11 PRO MAX ROJO,0,250,0,1,0,2
 A31,PROTECTOR  SAMSUNG J8 2018,0,150,0,1,0,2
 A34,PROTECTOR 12 PRO MAX  AZUL MARINO,0,250,0,1,0,2
 A34 P,PROTECTOR 12 PRO MAX NEGRO CON SOPORTE,0,200,0,1,0,2
 A34 PI,PROTECTOR 12 PRO MAX TRANSPARENTE,0,250,0,1,0,2
 A52,PROTECTOR HUAWEI P30 LITE SILICON,0,150,0,1,0,2
 AGENDA,PROTECTOR HUAWUEI Y7 2018 USO RUDO,0,150,0,1,0,2
 AO4E,PROTECTOR IPHONE  7 / 8 CRISTAL CALVIN KLEIN,0,200,0,1,0,2
 ARCO IRIS,PROTECTOR IPHONE  XR CRISTAL ,0,200,0,1,0,2
 AUXILIAR,PROTECTOR IPHONE 11 LILA CON DORADO CONEJO,0,180,0,1,0,2
 B08H81GDW9,PROTECTOR IPHONE 11 NEGRO CON SOPORTE,0,200,0,1,0,2
 BA012,PROTECTOR IPHONE 11 PIEL ROJO,0,250,0,1,0,2
 BAR,PROTECTOR IPHONE 11 PRO MAX MAGNETICO GRIS ,100,250,0,1,0,2
 BATERIA,PROTECTOR IPHONE 11 PRO MAX SILICON RAYAS NARANJA,0,250,0,1,0,2
 BIC R,PROTECTOR IPHONE 11 PRO ROJO,0,250,0,1,0,2
 BICI,PROTECTOR IPHONE 11 PRO ROSA,0,200,0,1,0,2
 BILLETES,PROTECTOR IPHONE 11 PRO SILICON ,0,150,0,1,0,2
 C,PROTECTOR IPHONE 12 MAGNETICO AZUL / NEGRO,0,250,0,1,0,2
 C 11,PROTECTOR IPHONE 12 MAGNETICO ROSA,0,250,0,1,0,2
 C 7,PROTECTOR IPHONE 12 PRO MAX PIEL ,0,200,0,1,0,2
 C B,PROTECTOR IPHONE 12 PRO MAX TRANSPARENTE CON ANILLO,0,150,0,1,0,2
 C SAMSUNG,PROTECTOR IPHONE 13  PIEL ROSA ,0,250,0,1,0,2
 CANELA,PROTECTOR IPHONE 13 / 14 LILA,0,250,0,1,0,2
 CARBONCILLO,PROTECTOR IPHONE 13 MAGNETICO LILA,0,250,0,1,0,2
 CARGADOR B,PROTECTOR IPHONE 13 PRO FASHION MAGNETICA BLANCO,0,250,0,1,0,2
 CARTERA R,PROTECTOR IPHONE 13 PRO MAX CRISTAL,0,200,0,1,0,2
 CARTULINAS F /N,PROTECTOR IPHONE 13 PRO MAX PIEL,0,250,0,1,0,2
 CHE,PROTECTOR IPHONE 13 PRO TRANSPARENTE OBSCURO,0,250,0,1,0,2
 CHICA B,PROTECTOR IPHONE 13 PRO/ ROSA,0,250,0,1,0,2
 CIGARRO,PROTECTOR IPHONE 13/14 NEGRO,0,250,0,1,0,2
 CINTA,PROTECTOR IPHONE 13/14 TRASPARENTE,0,200,0,1,0,2
 CINTA C,PROTECTOR IPHONE 14 MAGNETICO NEGRO,0,250,0,1,0,2
 CINTA CH,PROTECTOR IPHONE 14 PIEL AZUL,0,250,0,1,0,2
 CINTA G,PROTECTOR IPHONE 14 PLUS NEGRO,0,250,0,1,0,2
 COBA,PROTECTOR IPHONE 14 PRO CON SOPORTE ,0,200,0,1,0,2
 CONTAC,PROTECTOR IPHONE 14 PRO MAX ROSA,0,250,0,1,0,2
 CORAZONES,PROTECTOR IPHONE 14 PRO MAX ROSITA TRASPARENTE,0,200,0,1,0,2
 CRA,PROTECTOR IPHONE 14 PRO ROJO,0,250,0,1,0,2
 CRIS,PROTECTOR IPHONE 14 PRO ROJO,0,250,0,1,0,2
 E20 M,PROTECTOR IPHONE 6G / 5.5,0,200,0,1,0,2
 E6 PLAY,PROTECTOR IPHONE 7 PLUS  AZUL,0,250,0,1,0,2
 EARPODS,PROTECTOR IPHONE 7 PLUS ROSA PALO,0,200,0,1,0,2
 ECONOMICO,PROTECTOR IPHONE 7 PLUS TRASPARENTE /NEON,0,200,0,1,0,2
 ENMICADO CARTA,PROTECTOR IPHONE 7 TRANPARENTE,0,200,0,1,0,2
 FLORECENTES,PROTECTOR IPHONE AZUL MAGNETICO,0,250,0,1,0,2
 FOMI LISO,PROTECTOR IPHONE PLATA CON ANILLO,0,200,0,1,0,2
 FX,PROTECTOR IPHONE TRANSPARENTE FOR MAGSAFE,0,250,0,1,0,2
 G10/,PROTECTOR IPHONE X NEGRO CON SOPORTE,0,200,0,1,0,2
 G31,PROTECTOR IPHONE XR BARBIE,0,250,0,1,0,2
 G-383,PROTECTOR IPHONE XR CABALLOS,0,50,0,1,0,2
 G60/P,PROTECTOR IPHONE XS MAX CRISTAL,0,200,0,1,0,2
 G7,PROTECTOR IPHONE XS MAX TRANSPARENTE OBSCURO,0,250,0,1,0,2
